EditorYear	EdiCount	AutCount
20	23	0.4666666666666667
21	54	0.13793103448275862
22	30	0.14285714285714285
23	32	0.038461538461538464
24	18	0.047619047619047616
-35	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	1	1.0
-1	1	1.0
0	0	0.0
1	0	1.0
2	0	2.0
3	2	5.0
4	4	2.0
5	11	1.0
6	6	3.0
7	22	7.0
8	3	3.0
9	11	3.0
10	12	4.0
11	10	2.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	14	0.0
1	17	0.0
2	41	0.0
3	49	0.0
4	21	0.0
5	19	0.0
6	16	0.024390243902439025
7	32	0.024390243902439025
8	47	0.0
9	26	0.025
10	58	0.0
11	32	0.0
12	39	0.0
13	39	0.02631578947368421
14	55	0.02702702702702703
-21	0	0.0
15	43	0.05714285714285714
16	23	0.0
17	8	0.0
18	18	0.0
19	24	0.0
20	16	0.0
21	19	0.0
22	15	0.0
23	17	0.0
24	26	0.0
-22	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	7	3.8
-3	11	11.0
-2	23	20.44
-1	16	16.38
0	67	13.54
1	54	14.1
2	38	12.24
3	26	13.3
4	23	8.72
5	72	12.24
6	32	20.02
7	48	16.54
8	29	25.12
9	58	14.16
10	33	28.94
11	41	32.52
12	68	37.96
13	36	29.9
14	32	25.32
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	0	0.0
1	0	0.02
2	1	0.02
3	0	0.02
4	2	0.04081632653061224
5	1	0.0
6	16	0.06666666666666667
7	3	0.022727272727272728
8	8	0.0
9	5	0.023809523809523808
10	6	0.047619047619047616
11	1	0.023809523809523808
12	2	0.047619047619047616
13	2	0.025
14	1	0.15
15	1	0.0
16	1	0.05405405405405406
17	0	0.05405405405405406
18	0	0.027777777777777776
19	1	0.027777777777777776
20	0	0.05714285714285714
21	0	0.029411764705882353
22	0	0.0
23	0	0.21875
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	10	0.0
1	5	0.0
2	2	0.0
3	8	0.0
4	20	0.0
5	33	0.0
6	27	0.0
7	19	0.0
