Discipline	Parent	Year0	Age	EPriorPaperCount	EPriorCitationCount	EHindex	ETop	EColabCount
Political science	17744445	2013	4	10	9	1	False	6
Political science	17744445	2013	5	10	11	1	False	7
Political science	17744445	2013	6	11	13	2	False	7
Political science	17744445	2013	7	12	14	2	False	8
Political science	17744445	2013	7	13	20	2	False	8
Political science	17744445	2013	7	14	32	3	False	8
Political science	17744445	2013	7	14	51	4	False	10
Political science	17744445	2013	8	15	56	4	False	10
Political science	17744445	2013	8	17	67	4	False	10
Political science	17744445	2013	9	17	97	5	False	10
Political science	17744445	2013	9	17	98	5	False	10
Political science	17744445	2013	10	18	121	5	False	10
Political science	17744445	2013	10	20	132	5	False	10
Political science	17744445	2013	10	21	145	5	False	11
Political science	17744445	2013	10	23	146	6	False	11
Political science	17744445	2013	11	24	150	6	False	12
Political science	17744445	2013	11	26	151	6	False	13
Political science	17744445	2013	12	27	154	6	False	14
Political science	17744445	2013	12	29	158	6	False	15
Political science	17744445	2013	13	30	182	6	False	17
Political science	17744445	2013	13	32	188	7	False	18
Political science	17744445	2013	13	32	195	7	False	18
Political science	17744445	2013	14	32	202	7	False	20
Political science	17744445	2013	14	33	204	7	False	23
Political science	17744445	2013	14	33	214	8	False	23
Political science	17744445	2013	14	35	218	8	False	24
Political science	17744445	2013	15	37	223	8	False	26
Political science	17744445	2013	16	40	226	8	False	26
Political science	17744445	2013	16	40	228	8	False	32
Political science	17744445	2013	16	41	237	9	False	32
Political science	17744445	2013	16	44	284	9	False	33
Political science	17744445	2013	17	45	326	9	False	34
Political science	17744445	2013	17	46	368	9	False	35
Political science	17744445	2013	18	51	438	10	False	36
Political science	17744445	2013	19	53	478	12	True	40
Political science	17744445	2013	19	55	551	12	True	44
Political science	17744445	2013	19	62	553	12	True	45
Political science	17744445	2013	19	65	685	13	True	48
Political science	17744445	2013	19	72	719	13	True	48
Political science	17744445	2013	21	74	745	13	True	49
Political science	17744445	2013	22	79	781	13	True	59
Political science	17744445	2013	22	81	820	14	True	61
Political science	17744445	2013	22	101	881	14	True	81
Political science	17744445	2013	23	117	1003	15	True	84
Political science	17744445	2013	23	135	1067	17	True	90
Political science	17744445	2013	38	136	1439	17	True	93
Political science	17744445	2013	40	150	1480	19	True	132
Political science	17744445	2013	44	181	1600	20	True	202
Political science	17744445	2014	7	6	0	0	False	2
Political science	17744445	2014	7	11	2	1	False	3
Political science	17744445	2014	8	11	6	1	False	3
Political science	17744445	2014	8	14	6	2	False	5
Political science	17744445	2014	9	15	18	2	False	5
Political science	17744445	2014	9	16	28	4	False	5
Political science	17744445	2014	9	16	69	4	False	5
Political science	17744445	2014	10	16	75	5	False	9
Political science	17744445	2014	10	17	90	5	False	9
Political science	17744445	2014	10	19	92	5	False	10
Political science	17744445	2014	10	21	94	5	False	11
Political science	17744445	2014	11	22	113	6	False	13
Political science	17744445	2014	11	22	117	6	False	13
Political science	17744445	2014	12	24	132	6	False	13
Political science	17744445	2014	12	26	137	6	False	15
Political science	17744445	2014	13	27	152	7	False	16
Political science	17744445	2014	13	27	166	7	False	16
Political science	17744445	2014	13	28	187	7	False	18
Political science	17744445	2014	15	30	189	7	False	19
Political science	17744445	2014	15	31	207	7	False	20
Political science	17744445	2014	15	35	232	8	False	20
Political science	17744445	2014	15	36	272	8	False	21
Political science	17744445	2014	15	36	295	8	False	21
Political science	17744445	2014	15	37	344	8	False	22
Political science	17744445	2014	16	39	419	8	False	22
Political science	17744445	2014	16	39	421	10	False	23
Political science	17744445	2014	16	43	453	10	False	24
Political science	17744445	2014	17	47	453	10	False	25
Political science	17744445	2014	18	49	454	12	False	26
Political science	17744445	2014	18	51	487	12	False	26
Political science	17744445	2014	18	54	568	12	False	32
Political science	17744445	2014	19	56	581	13	False	34
Political science	17744445	2014	19	56	693	13	False	38
Political science	17744445	2014	20	58	978	16	False	40
Political science	17744445	2014	20	63	1074	16	False	47
Political science	17744445	2014	21	72	1086	16	False	48
Political science	17744445	2014	21	75	1302	18	False	48
Political science	17744445	2014	22	89	1365	20	True	51
Political science	17744445	2014	24	106	1765	20	True	58
Political science	17744445	2014	25	147	2743	20	True	75
Political science	17744445	2014	27	153	3453	24	True	87
Political science	17744445	2014	34	154	3559	35	True	181
Political science	17744445	2014	34	171	7172	35	True	193
Political science	17744445	2015	4	2	7	2	False	1
Political science	17744445	2015	6	4	13	2	False	1
Political science	17744445	2015	8	9	14	3	False	3
Political science	17744445	2015	8	12	35	3	False	5
Political science	17744445	2015	8	15	60	4	False	6
Political science	17744445	2015	9	16	60	4	False	6
Political science	17744445	2015	9	16	100	5	False	6
Political science	17744445	2015	10	21	137	5	False	7
Political science	17744445	2015	11	22	143	5	False	12
Political science	17744445	2015	13	22	161	5	False	14
Political science	17744445	2015	13	23	171	6	False	16
Political science	17744445	2015	14	24	213	7	False	17
Political science	17744445	2015	16	31	225	9	False	20
Political science	17744445	2015	16	31	292	9	False	21
Political science	17744445	2015	16	36	310	10	False	23
Political science	17744445	2015	16	36	322	10	False	23
Political science	17744445	2015	17	44	348	11	False	24
Political science	17744445	2015	18	56	427	11	True	28
Political science	17744445	2015	19	66	462	12	True	34
Political science	17744445	2015	20	71	474	13	True	38
Political science	17744445	2015	21	81	635	14	True	42
Political science	17744445	2015	21	86	884	14	True	44
Political science	17744445	2015	22	88	1244	15	True	46
Political science	17744445	2015	26	93	1424	19	True	50
Political science	17744445	2015	26	102	1690	19	True	55
Political science	17744445	2015	28	132	2673	25	True	59
Political science	17744445	2015	40	142	4458	25	True	88
Political science	17744445	2015	41	167	6850	26	True	89
Political science	17744445	2015	41	168	7168	26	True	135
Political science	17744445	2015	46	195	13112	41	True	177
Political science	17744445	2016	6	6	3	1	False	5
Political science	17744445	2016	8	8	13	1	False	5
Political science	17744445	2016	8	11	35	3	False	6
Political science	17744445	2016	8	14	42	3	False	7
Political science	17744445	2016	8	14	54	3	False	8
Political science	17744445	2016	9	15	59	4	False	10
Political science	17744445	2016	9	16	82	4	False	10
Political science	17744445	2016	10	16	85	5	False	10
Political science	17744445	2016	11	16	89	5	False	11
Political science	17744445	2016	11	19	108	5	False	12
Political science	17744445	2016	12	20	109	5	False	13
Political science	17744445	2016	12	21	112	5	False	14
Political science	17744445	2016	12	24	117	6	False	14
Political science	17744445	2016	12	25	125	6	False	15
Political science	17744445	2016	13	26	173	7	False	15
Political science	17744445	2016	13	30	214	7	False	15
Political science	17744445	2016	13	30	236	7	False	17
Political science	17744445	2016	13	31	249	7	False	17
Political science	17744445	2016	13	31	249	7	False	17
Political science	17744445	2016	14	32	262	7	False	20
Political science	17744445	2016	14	33	272	8	False	22
Political science	17744445	2016	15	37	272	8	False	22
Political science	17744445	2016	15	39	308	8	False	24
Political science	17744445	2016	16	40	330	9	False	24
Political science	17744445	2016	16	40	358	9	False	25
Political science	17744445	2016	16	41	363	9	False	26
Political science	17744445	2016	16	41	373	9	False	26
Political science	17744445	2016	17	43	385	9	False	27
Political science	17744445	2016	17	43	457	10	False	28
Political science	17744445	2016	17	47	479	10	False	32
Political science	17744445	2016	17	49	487	11	False	32
Political science	17744445	2016	17	50	541	12	False	33
Political science	17744445	2016	17	57	588	13	False	34
Political science	17744445	2016	17	57	593	13	False	40
Political science	17744445	2016	20	58	599	13	False	43
Political science	17744445	2016	20	59	679	13	False	44
Political science	17744445	2016	20	59	819	14	True	45
Political science	17744445	2016	21	62	873	14	True	45
Political science	17744445	2016	22	66	941	15	True	48
Political science	17744445	2016	22	66	959	15	True	50
Political science	17744445	2016	24	74	1097	16	True	50
Political science	17744445	2016	24	76	1429	20	True	57
Political science	17744445	2016	25	83	1478	20	True	57
Political science	17744445	2016	26	84	1582	21	True	59
Political science	17744445	2016	27	107	1740	23	True	61
Political science	17744445	2016	31	114	2001	25	True	62
Political science	17744445	2016	31	123	3413	27	True	73
Political science	17744445	2016	31	147	3665	28	True	88
Political science	17744445	2016	31	152	3956	31	True	92
Political science	17744445	2016	41	167	4617	31	True	115
Political science	17744445	2016	45	256	4617	31	True	126
Political science	17744445	2016	46	256	5033	35	True	126
Political science	17744445	2016	46	341	5538	37	True	185
Political science	17744445	2017	3	1	0	0	False	1
Political science	17744445	2017	4	1	0	0	False	1
Political science	17744445	2017	5	4	1	1	False	2
Political science	17744445	2017	6	6	1	1	False	5
Political science	17744445	2017	8	7	4	1	False	5
Political science	17744445	2017	8	9	7	1	False	9
Political science	17744445	2017	8	10	9	2	False	11
Political science	17744445	2017	9	11	10	2	False	13
Political science	17744445	2017	9	13	41	3	False	14
Political science	17744445	2017	9	13	85	4	False	14
Political science	17744445	2017	10	19	90	5	False	14
Political science	17744445	2017	10	22	97	5	False	15
Political science	17744445	2017	10	23	110	6	False	16
Political science	17744445	2017	10	27	134	6	False	17
Political science	17744445	2017	11	29	145	6	False	19
Political science	17744445	2017	11	31	175	6	False	21
Political science	17744445	2017	11	33	178	6	False	22
Political science	17744445	2017	13	33	215	7	False	23
Political science	17744445	2017	13	34	270	7	False	26
Political science	17744445	2017	13	35	343	8	False	27
Political science	17744445	2017	14	36	344	10	False	27
Political science	17744445	2017	14	36	413	10	False	32
Political science	17744445	2017	15	37	431	11	False	32
Political science	17744445	2017	15	47	482	11	False	33
Political science	17744445	2017	16	48	672	11	False	34
Political science	17744445	2017	16	48	698	12	False	38
Political science	17744445	2017	16	49	710	13	False	38
Political science	17744445	2017	16	57	751	13	False	43
Political science	17744445	2017	17	64	814	14	False	46
Political science	17744445	2017	18	68	895	15	False	49
Political science	17744445	2017	18	72	1062	15	False	53
Political science	17744445	2017	19	77	1105	15	False	58
Political science	17744445	2017	19	79	1159	16	False	59
Political science	17744445	2017	19	79	1287	17	False	61
Political science	17744445	2017	19	80	1355	17	False	64
Political science	17744445	2017	20	96	1434	19	False	69
Political science	17744445	2017	22	100	1443	20	False	71
Political science	17744445	2017	22	105	1649	21	False	72
Political science	17744445	2017	23	107	1667	22	False	74
Political science	17744445	2017	25	111	1754	22	False	79
Political science	17744445	2017	25	118	1881	23	False	82
Political science	17744445	2017	26	123	1886	23	False	89
Political science	17744445	2017	28	165	1921	24	True	105
Political science	17744445	2017	28	217	2064	25	True	142
Political science	17744445	2017	32	223	4520	34	True	153
Political science	17744445	2017	39	271	4800	35	True	157
Political science	17744445	2017	40	288	4817	41	True	181
Political science	17744445	2017	43	433	8815	42	True	205
Psychology	15744967	1980	14	16	60	5	False	13
Psychology	15744967	1981	12	13	68	5	False	9
Psychology	15744967	1981	12	19	171	7	False	11
Psychology	15744967	1981	12	34	192	8	False	13
Psychology	15744967	1981	16	34	226	8	True	22
Psychology	15744967	1981	18	55	271	9	True	40
Psychology	15744967	1981	23	56	388	11	True	62
Psychology	15744967	1981	31	65	460	11	True	238
Psychology	15744967	1982	5	2	0	0	False	2
Psychology	15744967	1982	6	4	14	2	False	3
Psychology	15744967	1982	19	11	20	3	False	8
Psychology	15744967	1982	19	30	322	7	True	9
Psychology	15744967	1983	6	2	0	0	False	1
Psychology	15744967	1983	8	5	1	1	False	1
Psychology	15744967	1983	10	9	4	1	False	2
Psychology	15744967	1983	10	9	18	2	False	8
Psychology	15744967	1983	14	12	98	6	True	10
Psychology	15744967	1983	15	26	154	6	True	16
Psychology	15744967	1983	16	33	187	8	True	29
Psychology	15744967	1983	19	42	253	9	True	127
Psychology	15744967	1984	2	1	0	0	False	3
Psychology	15744967	1984	8	18	28	2	False	9
Psychology	15744967	1984	9	19	73	4	False	11
Psychology	15744967	1984	17	20	76	5	False	12
Psychology	15744967	1984	18	25	484	12	True	15
Psychology	15744967	1984	27	81	938	16	True	34
Psychology	15744967	1985	6	3	10	2	False	1
Psychology	15744967	1985	8	5	18	2	False	3
Psychology	15744967	1985	12	6	20	3	False	6
Psychology	15744967	1985	13	7	22	3	False	6
Psychology	15744967	1985	15	12	29	3	False	7
Psychology	15744967	1985	16	14	61	4	False	8
Psychology	15744967	1985	16	15	134	5	False	9
Psychology	15744967	1985	16	19	163	6	False	9
Psychology	15744967	1985	17	20	184	6	False	10
Psychology	15744967	1985	18	24	198	7	False	17
Psychology	15744967	1985	18	31	303	8	True	22
Psychology	15744967	1985	20	32	354	9	True	29
Psychology	15744967	1985	20	34	646	9	True	52
Psychology	15744967	1985	39	66	1131	15	True	59
Psychology	15744967	1986	2	2	0	0	False	1
Psychology	15744967	1986	6	3	1	1	False	1
Psychology	15744967	1986	11	3	9	1	False	2
Psychology	15744967	1986	13	14	124	6	True	6
Psychology	15744967	1986	14	17	342	9	True	14
Psychology	15744967	1986	15	35	640	12	True	19
Psychology	15744967	1986	21	60	2115	20	True	34
Psychology	15744967	1986	28	97	2116	20	True	253
Psychology	15744967	1987	2	1	0	0	False	1
Psychology	15744967	1987	5	3	2	1	False	1
Psychology	15744967	1987	8	4	14	2	False	7
Psychology	15744967	1987	10	11	18	3	False	7
Psychology	15744967	1987	10	21	62	4	False	17
Psychology	15744967	1987	12	29	112	5	False	19
Psychology	15744967	1987	12	36	168	8	False	22
Psychology	15744967	1987	14	40	184	8	False	28
Psychology	15744967	1987	18	68	221	9	False	29
Psychology	15744967	1987	20	71	671	14	False	44
Psychology	15744967	1987	28	145	1755	19	True	76
Psychology	15744967	1988	15	54	648	15	True	127
Psychology	15744967	1989	9	5	2	1	False	5
Psychology	15744967	1989	19	81	761	15	True	36
Psychology	15744967	1989	24	139	1323	19	True	70
Psychology	15744967	1989	39	205	4977	34	True	149
Psychology	15744967	1990	9	13	31	3	False	8
Psychology	15744967	1990	12	17	42	4	False	8
Psychology	15744967	1990	17	17	54	4	False	13
Psychology	15744967	1990	18	19	183	6	False	17
Psychology	15744967	1990	18	22	238	6	False	18
Psychology	15744967	1990	20	29	241	8	False	19
Psychology	15744967	1990	20	31	324	9	True	22
Psychology	15744967	1990	21	31	410	11	True	24
Psychology	15744967	1990	21	48	568	12	True	43
Psychology	15744967	1990	21	149	751	15	True	138
Psychology	15744967	1990	25	156	1403	21	True	269
Psychology	15744967	1991	10	1	3	1	False	2
Psychology	15744967	1991	15	19	40	3	False	12
Psychology	15744967	1991	16	33	462	13	False	20
Psychology	15744967	1991	23	43	545	13	True	34
Psychology	15744967	1991	27	48	691	16	True	41
Psychology	15744967	1991	29	102	1108	21	True	74
Psychology	15744967	1992	2	1	0	0	False	1
Psychology	15744967	1992	4	2	3	1	False	1
Psychology	15744967	1992	5	9	5	2	False	3
Psychology	15744967	1992	7	10	34	4	False	4
Psychology	15744967	1992	11	19	113	6	False	5
Psychology	15744967	1992	12	19	180	7	False	7
Psychology	15744967	1992	12	20	185	7	False	8
Psychology	15744967	1992	15	20	228	8	False	14
Psychology	15744967	1992	15	22	256	8	False	21
Psychology	15744967	1992	17	24	362	8	False	24
Psychology	15744967	1992	17	24	367	9	True	27
Psychology	15744967	1992	18	29	428	9	True	31
Psychology	15744967	1992	19	37	487	11	True	35
Psychology	15744967	1992	19	46	508	11	True	38
Psychology	15744967	1992	21	46	519	12	True	47
Psychology	15744967	1992	23	49	572	12	True	48
Psychology	15744967	1992	23	50	591	14	True	52
Psychology	15744967	1992	27	56	1045	18	True	55
Psychology	15744967	1992	28	85	2022	20	True	124
Psychology	15744967	1992	30	96	2799	21	True	165
Psychology	15744967	1993	4	4	6	2	False	1
Psychology	15744967	1993	7	5	14	2	False	2
Psychology	15744967	1993	7	8	14	3	False	3
Psychology	15744967	1993	13	8	19	3	False	3
Psychology	15744967	1993	14	12	54	4	False	5
Psychology	15744967	1993	14	16	78	4	False	5
Psychology	15744967	1993	16	21	114	5	False	12
Psychology	15744967	1993	22	36	243	7	False	23
Psychology	15744967	1993	24	46	315	9	True	28
Psychology	15744967	1993	29	58	405	12	True	32
Psychology	15744967	1993	30	118	1348	17	True	47
Psychology	15744967	1994	3	1	2	1	False	2
Psychology	15744967	1994	12	6	22	3	False	3
Psychology	15744967	1994	13	11	50	4	False	7
Psychology	15744967	1994	13	12	69	4	False	7
Psychology	15744967	1994	14	18	70	4	False	9
Psychology	15744967	1994	16	23	79	4	False	15
Psychology	15744967	1994	17	26	88	6	False	20
Psychology	15744967	1994	18	33	120	6	False	21
Psychology	15744967	1994	20	36	124	6	False	21
Psychology	15744967	1994	22	37	281	10	False	25
Psychology	15744967	1994	22	39	442	10	True	29
Psychology	15744967	1994	23	39	520	10	True	29
Psychology	15744967	1994	24	41	590	12	True	35
Psychology	15744967	1994	27	45	662	12	True	38
Psychology	15744967	1994	27	46	732	13	True	44
Psychology	15744967	1994	28	58	781	13	True	45
Psychology	15744967	1994	29	58	816	16	True	50
Psychology	15744967	1994	30	69	1039	16	True	53
Psychology	15744967	1994	33	87	3178	25	True	72
Psychology	15744967	1994	33	146	3343	26	True	96
Psychology	15744967	1995	13	13	42	4	False	8
Psychology	15744967	1995	14	28	78	4	False	12
Psychology	15744967	1995	26	46	273	9	False	27
Psychology	15744967	1995	30	50	827	11	True	52
Psychology	15744967	1995	30	203	1777	23	True	269
Psychology	15744967	1996	5	2	22	1	False	1
Psychology	15744967	1996	8	4	26	2	False	3
Psychology	15744967	1996	9	15	30	3	False	9
Psychology	15744967	1996	13	22	105	4	False	15
Psychology	15744967	1996	14	27	147	6	False	17
Psychology	15744967	1996	15	30	199	6	False	18
Psychology	15744967	1996	17	34	211	8	False	22
Psychology	15744967	1996	18	36	239	9	False	25
Psychology	15744967	1996	18	40	331	9	False	30
Psychology	15744967	1996	21	42	335	10	False	35
Psychology	15744967	1996	22	50	563	13	False	36
Psychology	15744967	1996	22	58	702	14	False	40
Psychology	15744967	1996	22	64	764	14	False	42
Psychology	15744967	1996	23	68	894	18	False	45
Psychology	15744967	1996	23	79	1141	19	False	52
Psychology	15744967	1996	24	79	1659	20	False	57
Psychology	15744967	1996	25	82	1663	21	False	64
Psychology	15744967	1996	26	82	1736	24	False	66
Psychology	15744967	1996	27	89	1817	24	False	69
Psychology	15744967	1996	27	107	1930	24	True	71
Psychology	15744967	1996	27	108	2402	25	True	87
Psychology	15744967	1996	28	112	2858	25	True	94
Psychology	15744967	1996	31	116	3343	26	True	103
Psychology	15744967	1996	33	208	3696	26	True	147
Psychology	15744967	1996	37	249	5067	33	True	148
Psychology	15744967	1996	43	290	7595	40	True	149
Psychology	15744967	1997	4	2	1	1	False	2
Psychology	15744967	1997	15	16	67	4	False	10
Psychology	15744967	1997	16	19	69	4	False	16
Psychology	15744967	1997	17	32	210	8	False	22
Psychology	15744967	1997	21	33	246	9	False	60
Psychology	15744967	1997	32	317	8008	42	True	149
Psychology	15744967	1998	15	17	30	3	False	9
Psychology	15744967	1998	15	22	113	4	False	9
Psychology	15744967	1998	17	29	316	9	False	27
Psychology	15744967	1998	22	38	392	10	False	27
Psychology	15744967	1998	22	42	411	12	False	37
Psychology	15744967	2000	7	1	0	0	False	2
Psychology	15744967	2000	16	21	131	6	False	12
Psychology	15744967	2000	17	30	178	8	False	27
Psychology	15744967	2001	12	9	86	5	False	11
Psychology	15744967	2002	14	14	14	2	False	10
Psychology	15744967	2004	7	7	16	2	False	8
Psychology	15744967	2004	12	7	84	3	False	17
Psychology	15744967	2004	12	16	128	7	False	19
Psychology	15744967	2004	12	33	156	7	False	23
Psychology	15744967	2004	14	35	249	8	False	59
Psychology	15744967	2004	16	37	253	9	False	62
Psychology	15744967	2004	16	38	303	10	False	62
Psychology	15744967	2004	20	45	308	11	False	64
Psychology	15744967	2004	20	47	519	12	True	72
Psychology	15744967	2004	21	51	599	13	True	79
Psychology	15744967	2004	24	63	829	15	True	83
Psychology	15744967	2004	25	84	1180	15	True	84
Psychology	15744967	2004	26	94	1387	19	True	101
Psychology	15744967	2004	27	105	1417	22	True	108
Psychology	15744967	2004	31	120	2172	24	True	126
Psychology	15744967	2004	39	133	2182	25	True	144
Psychology	15744967	2004	42	213	2869	32	True	156
Psychology	15744967	2005	10	11	43	4	False	3
Psychology	15744967	2005	15	18	273	7	False	18
Psychology	15744967	2005	16	21	347	8	False	19
Psychology	15744967	2005	18	36	389	11	False	21
Psychology	15744967	2005	23	40	398	12	False	30
Psychology	15744967	2005	24	53	442	13	False	33
Psychology	15744967	2005	25	57	467	14	False	34
Psychology	15744967	2005	25	64	708	14	False	42
Psychology	15744967	2005	26	67	769	15	False	51
Psychology	15744967	2005	26	69	876	16	False	52
Psychology	15744967	2005	27	73	901	16	False	60
Psychology	15744967	2005	29	85	1441	17	False	64
Psychology	15744967	2005	31	91	1475	20	True	64
Psychology	15744967	2005	32	104	1905	20	True	67
Psychology	15744967	2005	32	108	2145	25	True	71
Psychology	15744967	2005	35	109	5647	35	True	144
Psychology	15744967	2005	37	225	18173	64	True	201
Psychology	15744967	2006	2	2	2	1	False	4
Psychology	15744967	2006	3	3	2	1	False	5
Psychology	15744967	2006	3	3	3	1	False	5
Psychology	15744967	2006	5	7	9	2	False	5
Psychology	15744967	2006	5	7	17	2	False	5
Psychology	15744967	2006	9	8	34	2	False	6
Psychology	15744967	2006	9	11	36	3	False	6
Psychology	15744967	2006	10	12	56	4	False	7
Psychology	15744967	2006	10	12	68	4	False	8
Psychology	15744967	2006	10	15	84	5	False	9
Psychology	15744967	2006	10	16	85	5	False	10
Psychology	15744967	2006	10	18	103	5	False	11
Psychology	15744967	2006	11	18	111	6	False	11
Psychology	15744967	2006	12	19	112	6	False	14
Psychology	15744967	2006	12	20	121	6	False	15
Psychology	15744967	2006	13	22	122	6	False	16
Psychology	15744967	2006	13	22	122	6	False	16
Psychology	15744967	2006	13	22	127	7	False	19
Psychology	15744967	2006	14	25	157	7	False	20
Psychology	15744967	2006	14	28	199	7	False	20
Psychology	15744967	2006	14	29	201	7	False	21
Psychology	15744967	2006	14	30	207	8	False	23
Psychology	15744967	2006	14	30	219	8	False	24
Psychology	15744967	2006	15	31	232	8	False	26
Psychology	15744967	2006	15	32	234	9	False	27
Psychology	15744967	2006	15	32	242	9	False	27
Psychology	15744967	2006	15	35	293	9	False	27
Psychology	15744967	2006	15	35	296	9	False	28
Psychology	15744967	2006	15	35	299	9	False	28
Psychology	15744967	2006	16	36	304	10	False	29
Psychology	15744967	2006	16	37	315	10	False	29
Psychology	15744967	2006	16	38	340	10	False	30
Psychology	15744967	2006	17	38	341	10	False	31
Psychology	15744967	2006	17	40	343	10	False	31
Psychology	15744967	2006	17	41	346	10	False	32
Psychology	15744967	2006	17	41	399	10	False	33
Psychology	15744967	2006	17	43	415	10	False	33
Psychology	15744967	2006	17	44	420	11	False	34
Psychology	15744967	2006	18	45	424	11	False	35
Psychology	15744967	2006	18	46	430	11	False	37
Psychology	15744967	2006	19	47	488	12	False	38
Psychology	15744967	2006	19	49	493	12	False	38
Psychology	15744967	2006	19	50	494	12	False	40
Psychology	15744967	2006	20	51	514	12	False	40
Psychology	15744967	2006	20	51	559	13	False	42
Psychology	15744967	2006	20	53	580	13	False	42
Psychology	15744967	2006	21	54	598	14	False	46
Psychology	15744967	2006	21	55	620	15	False	49
Psychology	15744967	2006	22	56	639	15	False	49
Psychology	15744967	2006	22	59	693	15	False	52
Psychology	15744967	2006	22	63	723	15	False	55
Psychology	15744967	2006	23	64	811	15	False	58
Psychology	15744967	2006	24	65	830	16	False	58
Psychology	15744967	2006	24	66	856	16	False	60
Psychology	15744967	2006	25	67	860	16	False	61
Psychology	15744967	2006	25	68	864	16	False	62
Psychology	15744967	2006	26	68	931	16	False	65
Psychology	15744967	2006	27	69	1101	17	False	66
Psychology	15744967	2006	29	71	1164	17	False	74
Psychology	15744967	2006	29	79	1317	18	False	77
Psychology	15744967	2006	29	85	1522	18	False	77
Psychology	15744967	2006	30	85	1580	21	True	79
Psychology	15744967	2006	30	85	1634	21	True	82
Psychology	15744967	2006	30	89	1677	21	True	84
Psychology	15744967	2006	31	90	1838	21	True	89
Psychology	15744967	2006	31	91	1855	23	True	90
Psychology	15744967	2006	31	96	1855	23	True	95
Psychology	15744967	2006	32	112	1950	23	True	98
Psychology	15744967	2006	32	112	1986	24	True	99
Psychology	15744967	2006	33	115	2073	24	True	102
Psychology	15744967	2006	34	117	2373	25	True	109
Psychology	15744967	2006	34	121	2417	25	True	112
Psychology	15744967	2006	34	123	2552	25	True	112
Psychology	15744967	2006	34	128	2618	27	True	127
Psychology	15744967	2006	35	130	2679	28	True	130
Psychology	15744967	2006	37	138	2753	28	True	142
Psychology	15744967	2006	37	149	3007	28	True	143
Psychology	15744967	2006	38	154	4084	28	True	174
Psychology	15744967	2006	38	157	4579	35	True	197
Psychology	15744967	2006	38	168	4727	35	True	207
Psychology	15744967	2006	38	179	5728	43	True	211
Psychology	15744967	2006	39	196	6047	44	True	260
Psychology	15744967	2006	39	196	6986	44	True	293
Psychology	15744967	2006	39	257	9865	49	True	355
Psychology	15744967	2006	39	287	11740	51	True	385
Psychology	15744967	2006	40	346	14958	64	True	385
Psychology	15744967	2006	45	803	21807	74	True	447
Psychology	15744967	2006	45	803	21807	74	True	483
Psychology	15744967	2007	2	1	0	0	False	3
Psychology	15744967	2007	2	2	2	1	False	4
Psychology	15744967	2007	2	3	2	1	False	5
Psychology	15744967	2007	3	3	3	1	False	7
Psychology	15744967	2007	4	5	3	1	False	9
Psychology	15744967	2007	4	5	5	1	False	10
Psychology	15744967	2007	5	6	16	2	False	10
Psychology	15744967	2007	6	6	26	3	False	12
Psychology	15744967	2007	6	7	27	3	False	13
Psychology	15744967	2007	6	7	34	3	False	14
Psychology	15744967	2007	7	9	40	3	False	16
Psychology	15744967	2007	7	10	52	4	False	16
Psychology	15744967	2007	7	10	55	4	False	16
Psychology	15744967	2007	7	11	59	4	False	17
Psychology	15744967	2007	7	11	66	4	False	18
Psychology	15744967	2007	8	12	70	4	False	19
Psychology	15744967	2007	8	12	72	4	False	19
Psychology	15744967	2007	9	14	80	5	False	19
Psychology	15744967	2007	9	14	83	5	False	20
Psychology	15744967	2007	9	14	86	5	False	20
Psychology	15744967	2007	9	16	92	5	False	21
Psychology	15744967	2007	9	16	93	5	False	22
Psychology	15744967	2007	10	16	99	6	False	23
Psychology	15744967	2007	10	19	102	6	False	23
Psychology	15744967	2007	11	20	119	6	False	24
Psychology	15744967	2007	11	21	121	6	False	25
Psychology	15744967	2007	11	21	136	6	False	25
Psychology	15744967	2007	11	21	156	6	False	25
Psychology	15744967	2007	12	22	165	7	False	25
Psychology	15744967	2007	13	23	177	7	False	27
Psychology	15744967	2007	13	24	179	7	False	27
Psychology	15744967	2007	13	24	183	7	False	28
Psychology	15744967	2007	13	24	208	7	False	28
Psychology	15744967	2007	13	25	210	8	False	29
Psychology	15744967	2007	14	26	229	8	False	29
Psychology	15744967	2007	15	27	240	8	False	29
Psychology	15744967	2007	15	28	244	8	False	29
Psychology	15744967	2007	15	29	249	8	False	30
Psychology	15744967	2007	16	31	258	8	False	30
Psychology	15744967	2007	16	32	264	9	False	31
Psychology	15744967	2007	16	32	319	9	False	32
Psychology	15744967	2007	17	34	372	9	False	33
Psychology	15744967	2007	18	35	416	9	False	34
Psychology	15744967	2007	18	35	443	9	False	34
Psychology	15744967	2007	18	36	445	9	False	36
Psychology	15744967	2007	19	37	447	12	False	38
Psychology	15744967	2007	19	39	456	12	False	42
Psychology	15744967	2007	19	39	520	12	False	43
Psychology	15744967	2007	19	40	568	13	False	43
Psychology	15744967	2007	20	41	599	13	False	43
Psychology	15744967	2007	20	43	635	14	False	44
Psychology	15744967	2007	20	44	910	15	False	48
Psychology	15744967	2007	20	44	1033	15	False	48
Psychology	15744967	2007	21	47	1103	15	False	48
Psychology	15744967	2007	21	52	1139	16	False	53
Psychology	15744967	2007	22	52	1151	16	False	54
Psychology	15744967	2007	23	56	1231	16	False	56
Psychology	15744967	2007	23	60	1286	17	True	59
Psychology	15744967	2007	25	62	1309	19	True	59
Psychology	15744967	2007	25	69	1314	19	True	61
Psychology	15744967	2007	26	73	1371	20	True	61
